rnd,N,sumdi,dN,t1,Tdf,COM,cv,prevelance
0.72300238037829,9,52,5,201,180,611.942307692308,0.343741594840759,1
0.641053752986211,12,59,5,138,195,530.71186440678,0.478631147330818,1
0.554489057128225,7,39,5,44,45,750.871794871795,0.566235284617158,1
0.521763742933737,7,31,5,35,135,439.935483870968,0.341387265943818,1
0.654851891006478,13,62,5,8,105,501.967741935484,0.454197672268668,1
0.694736414043832,5,29,3,78,120,630.931034482759,0.661044465954511,1
0.738660625973503,12,73,10,8,105,617.027397260274,0.467362249567999,1
0.930421870788748,10,60,7,47,135,617.2,0.175682092231577,1
0.919616151810856,16,95,7,74,15,510.473684210526,0.400774872734006,1
0.0265566443323415,16,89,5,37,165,491.460674157303,0.477759362370097,1
0.0217697873439695,15,90,5,22,120,423.244444444444,0.50787450018337,1
0.969119456104901,15,90,5,22,0,423.244444444444,0.50787450018337,1
0.042487369279039,10,58,5,213,90,438.586206896552,0.241105482337966,1
0.466151972240456,15,78,7,112,210,562.192307692308,0.42507022939212,1
0.616774963209431,10,46,3,258,255,468.913043478261,0.342961146846355,1
0.0958559011676613,13,72,10,30,345,523.222222222222,0.394307487960511,1
0.428673301199618,9,46,7,83,150,631.717391304348,0.48366511872363,1
0.794129527175084,11,62,3,51,360,527.661290322581,0.390908650916147,1
0.0504434749976783,4,32,10,78,75,431.9375,0.306186217847897,1
0.330634021715062,8,55,10,124,195,512.363636363636,0.407254173974434,1
0.419531961333927,20,133,5,52,120,453.84962406015,0.362727871698349,1
0.904988348208818,8,65,10,140,195,546.046153846154,0.344599685670675,1
0.369392808852056,15,90,5,22,135,423.244444444444,0.50787450018337,1
0.656475422973741,15,89,3,241,240,619.662921348315,0.482903369555543,1
0.948824417791769,16,100,7,138,255,639.05,0.427332813312216,1
0.00455967079989728,12,80,7,26,330,480.9375,0.430644337539164,1
0.130711681916668,14,77,3,66,300,390.831168831169,0.382383863342442,1
0.273310918208717,4,25,7,136,45,438.76,0.477772609791171,1
0.724774061416444,5,32,3,40,315,299.90625,0.407450150325166,1
0.656637933038099,7,31,5,35,0,439.935483870968,0.341387265943818,1
0.952548486933949,6,31,3,34,15,386.838709677419,0.553110587080072,1
0.606923345608975,5,37,10,127,165,568.756756756757,0.389320548402377,1
0.765215984357255,6,39,5,122,105,477.307692307692,0.36080121229411,1
0.203592739840993,13,83,10,9,255,352.192771084337,0.402068007835079,1
0.976242379174652,7,51,7,272,60,624.921568627451,0.323974738075653,1
0.776471330288953,20,103,5,85,45,591.640776699029,0.368824447103636,1
0.203329076815473,15,113,3,1,285,382.58407079646,0.381661215094652,1
0.424002742259418,13,79,7,134,255,556.215189873418,0.364643391067421,1
0.387571522776724,16,109,7,28,360,457.366972477064,0.401886525661035,1
0.179005629391349,8,64,10,15,75,471.9375,0.28347335475692,1
0.134770700432491,19,143,7,51,360,543.937062937063,0.341251098542566,1
0.605971483211534,18,98,7,112,225,539.969387755102,0.404485228980049,1
0.747988771065512,16,94,3,35,30,363.393617021277,0.387522299382223,1
0.539054377809231,12,80,7,24,270,531.9125,0.430644337539164,1
0.971256302495247,18,112,3,13,30,462.991071428571,0.407159442386653,1
0.276012080888304,16,89,5,37,45,491.460674157303,0.477759362370097,1
0.406497093572839,15,108,7,42,90,498.287037037037,0.341015963153077,1
0.10429668084755,19,112,5,84,330,555.901785714286,0.489372964645655,1
0.933098144693734,14,79,5,203,330,651.949367088608,0.351742485608887,1
0.40264550198613,10,60,7,47,360,617.2,0.175682092231577,1
0.611474957745319,13,83,10,9,240,352.192771084337,0.402068007835079,1
0.960425529141785,7,40,10,90,210,423.05,0.38756719847445,1
0.806406243957705,7,51,7,272,315,624.921568627451,0.323974738075653,1
0.393143859385335,16,100,7,138,360,639.05,0.427332813312216,1
0.374466477391276,17,100,5,102,270,460.41,0.29372606285449,1
0.737084852185901,20,133,5,52,150,453.84962406015,0.362727871698349,1
0.292678357001723,18,94,3,33,195,490.542553191489,0.448147466323803,1
0.39017643532202,13,66,10,11,45,399,0.458150685704105,1
0.987714043741416,5,30,5,79,90,391.8,0.440958551844098,1
0.336864216888906,12,79,7,83,45,465.341772151899,0.380206856005939,1
0.609721268899967,19,150,10,66,60,489.246666666667,0.289136645896019,1
0.249222929273967,17,113,10,16,60,579.451327433628,0.431920512725641,1
0.908013216131802,12,73,10,8,195,617.027397260274,0.467362249567999,1
0.398105147510679,12,59,5,138,240,530.71186440678,0.478631147330818,1
0.592518348728086,8,58,7,185,165,592.275862068965,0.440824774801913,1
0.230817472958194,7,40,5,145,135,377.425,0.38756719847445,1
0.0398238827965331,5,25,7,99,0,388.88,0.4,1
0.512399055153023,19,93,3,52,120,453.537634408602,0.495285516350202,1
0.752897761692474,15,80,7,74,360,587.35,0.523978598254329,1
0.157923544866255,6,43,10,26,360,421.139534883721,0.478640584453505,1
0.289085094054864,11,67,7,108,330,407.074626865672,0.418283415660292,1
0.0924398847081283,4,29,7,339,15,536.965517241379,0.284352112111563,1
0.170119079588098,7,29,3,174,105,591.551724137931,0.379832451536973,1
0.768408389100692,16,94,3,35,300,363.393617021277,0.387522299382223,1
0.154031805750288,15,89,3,241,285,619.662921348315,0.482903369555543,1
0.72563373343152,12,80,7,24,195,531.9125,0.430644337539164,1
0.738485096085682,9,54,7,246,360,486.611111111111,0.372677996249965,1
0.15385073758632,15,89,3,241,345,619.662921348315,0.482903369555543,1
0.365065460022841,20,103,5,85,315,591.640776699029,0.368824447103636,1
0.698067145955474,11,68,10,35,150,501.264705882353,0.456498634675075,1
0.980245959736075,5,32,3,40,165,299.90625,0.407450150325166,1
0.384540146108879,4,23,3,99,345,270.217391304348,0.519318054120838,1
0.672070408654649,5,36,10,58,210,446.944444444444,0.248451997499977,1
0.698151121532217,20,120,10,163,135,535.491666666667,0.445904036039959,1
0.469176064976978,13,79,7,134,240,556.215189873418,0.364643391067421,1
0.521979387687992,18,98,7,112,120,539.969387755102,0.404485228980049,1
0.343875462156052,7,60,10,13,75,466.5,0.284637521276655,1
0.0871768885135186,8,43,3,27,225,492.325581395349,0.506467481731814,1
0.777333803958451,15,90,5,22,165,423.244444444444,0.50787450018337,1
0.606574014204142,19,93,3,52,315,453.537634408602,0.495285516350202,1
0.698507000279617,10,46,3,258,315,468.913043478261,0.342961146846355,1
0.0925985365022552,4,25,10,234,0,547.52,0.477772609791171,1
0.859216558607908,18,111,10,48,255,538.072072072072,0.479278880826703,1
0.131164112187068,9,52,5,2,225,502.903846153846,0.38485569415749,1
0.947171508606781,16,98,5,28,195,511.214285714286,0.437579448766807,1
0.504874435682716,6,47,10,297,195,515.723404255319,0.355771148358783,1
0.651697989820695,15,90,5,22,360,423.244444444444,0.50787450018337,1
0.0782858622453876,18,98,7,112,360,539.969387755102,0.404485228980049,1
0.652086232579923,16,94,3,35,90,363.393617021277,0.387522299382223,1
0.243631967094901,10,69,3,204,315,558.985507246377,0.357944609716767,1
0.356708535167669,16,94,3,35,60,363.393617021277,0.387522299382223,1
0.785149927434311,6,43,10,26,120,421.139534883721,0.478640584453505,1
0.593183424831372,9,53,5,107,150,531.754716981132,0.476111429469643,1
0.278657149908893,11,57,7,89,285,530.859649122807,0.551390977301211,1
0.394320823727963,18,102,7,3,315,482.833333333333,0.414965316774533,1
0.167953045016495,6,31,3,34,135,386.838709677419,0.553110587080072,1
0.0670494854952973,19,124,7,22,120,577.282258064516,0.396840117494498,1
0.172620372080104,17,98,3,22,0,378.469387755102,0.43596334228741,1
0.271866194974947,20,133,5,52,120,453.84962406015,0.362727871698349,1
0.943166011372458,10,68,10,85,90,496.411764705882,0.316166970521512,1
0.906437205146766,7,39,5,44,15,750.871794871795,0.566235284617158,1
0.663133669157638,8,55,10,124,60,512.363636363636,0.407254173974434,1
0.322996642898226,18,136,7,123,285,594.073529411765,0.349354614179058,1
0.351062383243671,20,114,10,98,105,529.815789473684,0.466256180589969,1
0.800977675495189,16,85,3,109,210,523.717647058824,0.410788759393792,1
0.28846891237985,12,73,10,8,30,617.027397260274,0.467362249567999,1
0.953300244500893,9,52,5,2,0,502.903846153846,0.38485569415749,1
0.744031215348131,18,106,7,10,255,461.905660377359,0.446965350354269,1
0.63198897349715,18,102,7,3,0,482.833333333333,0.414965316774533,1
0.115116830902551,5,32,3,33,30,391.15625,0.407450150325166,1
0.74259386428933,8,58,7,185,45,592.275862068965,0.440824774801913,1
0.0210006470810798,18,106,7,10,150,461.905660377359,0.446965350354269,1
0.328350096149102,18,94,3,33,30,490.542553191489,0.448147466323803,1
0.990503862529243,9,53,5,107,210,531.754716981132,0.476111429469643,1
0.615914407617267,9,52,5,201,270,611.942307692308,0.343741594840759,1
0.0885191123160793,11,74,10,108,225,637.378378378378,0.479796341016871,1
0.606302393256075,13,79,7,134,165,556.215189873418,0.364643391067421,1
0.90410940772412,5,33,10,221,60,695.909090909091,0.53138417929546,1
0.343191867843399,18,98,7,112,90,539.969387755102,0.404485228980049,1
0.389912730855888,13,86,5,59,240,561.56976744186,0.383103802547339,1
0.535584061380456,17,106,5,14,30,362.764150943396,0.459003711599777,1
0.229186610607238,8,65,10,140,210,546.046153846154,0.344599685670675,1
0.733906276150877,20,114,10,98,105,529.815789473684,0.466256180589969,1
0.664833874502273,16,101,5,3,45,556.475247524752,0.355260254894413,1
0.319734222392508,10,55,7,154,90,594.818181818182,0.413278233241996,1
0.281771639037855,20,141,5,52,195,471.184397163121,0.354908422337161,1
0.0105674449755823,16,85,3,109,315,523.717647058824,0.410788759393792,1
0.487669170868239,18,98,7,112,315,539.969387755102,0.404485228980049,1
0.433997511639254,4,35,10,35,135,310.285714285714,0.285714285714286,1
0.736200339397156,4,23,3,99,225,270.217391304348,0.519318054120838,1
0.635201944093194,16,98,5,28,285,511.214285714286,0.437579448766807,1
0.262229460918395,9,74,7,127,330,523.608108108108,0.270439136434993,1
0.0845507615724854,13,62,5,8,270,501.967741935484,0.454197672268668,1
0.204419360534548,6,47,10,297,75,515.723404255319,0.355771148358783,1
0.71719170797403,20,115,3,14,135,515.269565217391,0.406395983926597,1
0.00648673199520056,12,81,7,151,150,613.308641975309,0.363574006375571,1
0.0559128670542196,18,136,7,123,345,594.073529411765,0.349354614179058,1
0.305293701829118,5,25,7,99,30,388.88,0.4,1
0.780418491060522,12,80,7,24,195,531.9125,0.430644337539164,1
0.358091087436252,4,32,10,78,120,431.9375,0.306186217847897,1
0.521368998861687,19,118,5,66,0,547.822033898305,0.437944222340384,1
0.965217452854963,11,47,7,169,30,647.106382978723,0.378699497213396,1
0.117958770747909,5,32,3,40,75,299.90625,0.407450150325166,1
0.793767220653481,5,25,7,99,180,388.88,0.4,1
0.067448486623193,13,79,7,134,120,556.215189873418,0.364643391067421,1
0.25852638230537,5,25,7,99,120,388.88,0.4,1
0.405804155165379,7,40,3,89,165,407.9,0.437083134731445,1
0.858089655518429,11,68,10,35,195,501.264705882353,0.456498634675075,1
0.670033208894222,12,54,5,47,225,356.222222222222,0.38490017945975,1
0.556294683818606,14,92,10,57,240,571.619565217391,0.407951360982101,1
0.99999921608328,14,93,10,2,270,421.290322580645,0.326662893103116,1
0.000368625910222797,10,58,5,213,30,438.586206896552,0.241105482337966,1
0.833827657747359,14,93,10,2,165,421.290322580645,0.326662893103116,1
0.820063703756013,6,47,10,297,135,515.723404255319,0.355771148358783,1
0.693650501011991,9,52,5,201,30,611.942307692308,0.343741594840759,1
0.123697631128629,17,96,5,60,360,540.552083333333,0.459825341426563,1
0.344542570867684,6,31,3,34,90,386.838709677419,0.553110587080072,1
0.126185135968534,8,41,10,3,120,500.365853658537,0.515585263082757,1
0.462826696037026,8,55,10,124,210,512.363636363636,0.407254173974434,1
0.52064519723356,12,80,7,24,225,531.9125,0.430644337539164,1
0.732515406015115,1,5,5,54,45,56,0,1
0.588164721885518,2,17,7,79,165,151.647058823529,0.249567099242311,1
0.401657336560792,12,85,3,139,240,548.435294117647,0.419049389319321,1
0.384236597166743,7,46,5,6,90,413.108695652174,0.503610155185335,1
0.105112026790412,15,113,3,1,150,382.58407079646,0.381661215094652,1
0.3946824092548,17,96,5,60,150,540.552083333333,0.459825341426563,1
0.0229575129218885,14,105,10,98,300,522.190476190476,0.376215977250384,1
0.208583235349857,15,90,5,22,345,423.244444444444,0.50787450018337,1
0.686680543149468,11,51,3,125,30,509.078431372549,0.596735963448701,1
0.581413928788299,4,35,10,35,180,310.285714285714,0.285714285714286,1
0.546996172394326,11,62,3,51,15,527.661290322581,0.390908650916147,1
0.566356979523636,10,68,10,85,360,496.411764705882,0.316166970521512,1
0.0582570422406509,14,77,3,66,330,390.831168831169,0.382383863342442,1
0.404922578765633,6,38,7,464,135,690.921052631579,0.163072982998207,1
0.87352959489519,8,65,10,140,15,546.046153846154,0.344599685670675,1
0.626931608385036,17,116,5,3,225,450.439655172414,0.344612001574253,1
0.977278302683442,8,64,10,15,90,471.9375,0.28347335475692,1
0.0280198098593218,11,67,7,108,90,407.074626865672,0.418283415660292,1
0.417427816630975,19,117,10,41,180,397.48717948718,0.490963462374749,1
0.382968108999793,9,52,5,201,45,611.942307692308,0.343741594840759,1
0.0553007275697848,6,30,5,512,150,745.333333333333,0.357770876399966,1
0.737319230540784,16,109,7,28,30,457.366972477064,0.401886525661035,1
0.476691338323095,13,104,7,24,360,452.692307692308,0.310409675536486,1
0.745626595871141,14,92,10,29,105,476.391304347826,0.407951360982101,1
0.958735772710794,3,16,10,84,195,327.375,0.757772228311384,1
0.785517702590811,11,57,7,89,150,530.859649122807,0.551390977301211,1
0.2853102085072,1,5,5,54,255,56,0,1
0.281144939156259,8,47,10,45,60,417.914893617021,0.592697373497197,1
0.963794866020413,16,109,7,28,285,457.366972477064,0.401886525661035,1
0.061392816295786,4,32,10,78,75,431.9375,0.306186217847897,1
0.45809860686769,9,74,10,124,90,577.608108108108,0.296528489966104,1
0.307024927112762,20,121,10,15,15,548.636363636364,0.403005471514338,1
0.366827995445938,20,133,5,52,90,453.84962406015,0.362727871698349,1
0.988485771245803,12,73,10,8,0,617.027397260274,0.467362249567999,1
0.516177908421603,16,94,10,52,240,481.893617021277,0.406971094250878,1
0.91224365933876,14,79,5,203,270,651.949367088608,0.351742485608887,1
0.00274097221677116,12,63,5,161,120,506.714285714286,0.382033099098012,1
0.159376335399384,18,103,7,29,195,485.95145631068,0.44374973814061,1
0.762486997693316,7,60,10,13,225,466.5,0.284637521276655,1
0.430219082624987,18,136,7,123,315,594.073529411765,0.349354614179058,1
0.284955590859276,3,16,10,84,195,327.375,0.757772228311384,1
0.748546456668419,18,104,5,25,60,556.153846153846,0.391788317366384,1
0.308290317165949,15,98,7,199,315,602.755102040816,0.383162925622828,1
0.336868066404546,11,47,7,169,30,647.106382978723,0.378699497213396,1
0.488864692506681,15,98,7,199,45,602.755102040816,0.383162925622828,1
0.12850582913198,12,85,3,139,165,548.435294117647,0.419049389319321,1
0.896394411252269,17,106,5,14,330,362.764150943396,0.459003711599777,1
0.424481124141533,6,40,3,452,180,719.725,0.47116875957559,1
0.432104501309633,12,76,7,68,105,501.763157894737,0.358372886336345,1
0.857170648365461,18,104,5,25,330,556.153846153846,0.391788317366384,1
0.640050473397796,19,150,10,66,30,489.246666666667,0.289136645896019,1
0.279779960940986,8,58,7,185,315,592.275862068965,0.440824774801913,1
0.495694670999497,8,42,5,143,15,607.333333333333,0.582656138921466,1
0.63885947604345,19,105,3,17,90,408.895238095238,0.502370295029766,1
0.0509030269427821,10,55,7,154,225,594.818181818182,0.413278233241996,1
0.512593435103346,4,23,3,99,300,270.217391304348,0.519318054120838,1
0.347850099777372,16,105,7,33,75,419.561904761905,0.351771244297252,1
0.714284165818069,11,67,7,108,345,407.074626865672,0.418283415660292,1
0.0484152136089651,16,94,10,52,210,481.893617021277,0.406971094250878,1
0.745970585732286,12,80,7,24,75,531.9125,0.430644337539164,1
0.884222049862174,12,81,7,151,15,613.308641975309,0.363574006375571,1
0.704812919960768,11,57,7,89,165,530.859649122807,0.551390977301211,1
0.342034408888943,9,52,5,2,210,502.903846153846,0.38485569415749,1
0.390236511843331,19,116,7,5,255,395.784482758621,0.361726712897489,1
0.565520980995974,15,78,7,112,240,562.192307692308,0.42507022939212,1
0.971542981224137,17,113,10,16,135,579.451327433628,0.431920512725641,1
0.343800022327145,19,93,3,52,330,453.537634408602,0.495285516350202,1
0.00236244720851331,8,47,10,45,285,417.914893617021,0.592697373497197,1
0.0244731507869973,19,106,7,84,315,635.462264150943,0.471656182622709,1
0.12199081029471,18,111,10,48,165,538.072072072072,0.479278880826703,1
0.182497075726376,12,81,7,151,360,613.308641975309,0.363574006375571,1
0.291816730325683,13,72,10,30,30,523.222222222222,0.394307487960511,1
0.982502096707433,6,40,3,452,270,719.725,0.47116875957559,1
0.19672558952267,17,100,3,107,360,363.43,0.502444026733327,1
0.180716137140244,7,60,10,13,270,466.5,0.284637521276655,1
0.553066247725644,13,86,5,59,195,561.56976744186,0.383103802547339,1
0.244456551834169,6,52,10,173,300,573.788461538462,0.249259257631072,1
0.486684808844347,5,32,3,40,345,299.90625,0.407450150325166,1
0.40405043921033,14,80,5,42,315,515.6875,0.294664085149383,1
0.926134348478801,12,79,7,83,195,465.341772151899,0.380206856005939,1
0.178908019005224,15,98,7,199,240,602.755102040816,0.383162925622828,1
0.0380800443142535,17,113,10,16,255,579.451327433628,0.431920512725641,1
0.614850659000755,20,143,7,29,60,528.587412587413,0.33120271235834,1
0.0308904398195582,5,36,10,58,285,446.944444444444,0.248451997499977,1
0.0815385642763699,14,79,5,203,180,651.949367088608,0.351742485608887,1
0.995241487769752,14,105,10,98,225,522.190476190476,0.376215977250384,1
0.653247648012664,15,89,3,241,255,619.662921348315,0.482903369555543,1
0.183290486403927,13,66,10,11,15,399,0.458150685704105,1
0.990588947828254,13,87,7,315,135,563.827586206897,0.410963076760201,1
0.918641206936776,18,104,5,25,150,556.153846153846,0.391788317366384,1
0.121504224104324,12,59,5,138,30,530.71186440678,0.478631147330818,1
0.554058324900071,13,86,5,59,255,561.56976744186,0.383103802547339,1
0.527571578896705,15,90,5,22,105,423.244444444444,0.50787450018337,1
0.581411877998416,5,30,5,79,75,391.8,0.440958551844098,1
0.0297527695425451,11,74,10,108,300,637.378378378378,0.479796341016871,1
0.26316173568434,5,37,10,127,285,568.756756756757,0.389320548402377,1
0.332156548822726,6,43,10,26,30,421.139534883721,0.478640584453505,1
0.646020284161044,1,5,5,54,120,56,0,1
0.685955859749365,8,41,5,391,0,687.292682926829,0.471504664084663,1
0.340817628550203,8,58,7,185,90,592.275862068965,0.440824774801913,1
0.485329827031346,13,62,5,8,240,501.967741935484,0.454197672268668,1
0.910085473326594,13,72,10,30,180,523.222222222222,0.394307487960511,1
0.157557179993109,18,136,7,123,45,594.073529411765,0.349354614179058,1
0.83588280454451,12,73,10,8,300,617.027397260274,0.467362249567999,1
0.291559777363528,19,93,3,52,60,453.537634408602,0.495285516350202,1
0.527268697881054,11,51,3,125,285,509.078431372549,0.596735963448701,1
0.271447937832225,16,89,5,37,30,491.460674157303,0.477759362370097,1
0.702466888495009,13,83,10,9,225,352.192771084337,0.402068007835079,1
0.939765297325006,14,90,3,86,105,416.6,0.438767158277925,1
0.138794992312916,9,54,7,246,90,486.611111111111,0.372677996249965,1
0.508352879326777,19,117,10,41,285,397.48717948718,0.490963462374749,1
0.655685476914512,17,105,10,74,75,526.266666666667,0.421556343288644,1
0.604803486782894,6,49,5,379,15,660.30612244898,0.261670537548157,1
0.139903716102645,13,79,7,134,45,556.215189873418,0.364643391067421,1
0.607482841304417,20,121,3,16,105,395.049586776859,0.388471396062931,1
0.737006215524591,4,29,7,339,15,536.965517241379,0.284352112111563,1
0.863488710853582,9,74,7,127,210,523.608108108108,0.270439136434993,1
0.122068431841269,16,98,5,28,180,511.214285714286,0.437579448766807,1
0.96408890637501,3,16,10,84,30,327.375,0.757772228311384,1
0.382019952484842,16,89,5,37,165,491.460674157303,0.477759362370097,1
0.356345759878312,14,105,10,98,0,522.190476190476,0.376215977250384,1
0.348371462985436,16,94,3,35,360,363.393617021277,0.387522299382223,1
0.0151456270740005,13,83,10,9,105,352.192771084337,0.402068007835079,1
0.159467812448275,20,119,5,2,15,482.991596638655,0.460997227659855,1
0.408511197835032,10,55,7,154,285,594.818181818182,0.413278233241996,1
0.535611938784678,14,105,10,98,60,522.190476190476,0.376215977250384,1
0.107325361369686,4,29,7,339,135,536.965517241379,0.284352112111563,1
0.929821850084743,13,83,10,9,270,352.192771084337,0.402068007835079,1
0.429938599930282,11,57,7,89,270,530.859649122807,0.551390977301211,1
0.685991403171417,20,143,7,29,75,528.587412587413,0.33120271235834,1
0.0275300978466224,20,141,5,52,15,471.184397163121,0.354908422337161,1
0.818807692291228,6,43,10,26,60,421.139534883721,0.478640584453505,1
0.589162132855497,3,16,10,84,165,327.375,0.757772228311384,1
0.0372949549464994,6,39,5,43,270,621.384615384615,0.3038218101251,1
0.938096144701233,7,51,7,272,360,624.921568627451,0.323974738075653,1
0.994924875008322,16,94,3,35,30,363.393617021277,0.387522299382223,1
0.219047264632095,13,66,10,11,60,399,0.458150685704105,1
0.697618420279218,13,86,5,59,255,561.56976744186,0.383103802547339,1
0.717030628456455,12,63,5,161,60,506.714285714286,0.382033099098012,1
0.895029645421392,1,7,7,431,30,434,0,1
0.946524944717235,11,51,3,125,120,509.078431372549,0.596735963448701,1
0.920699527561893,20,121,3,16,300,395.049586776859,0.388471396062931,1
0.429777168493443,18,116,5,142,195,471.284482758621,0.452314464928555,1
0.81116994803963,13,72,10,30,345,523.222222222222,0.394307487960511,1
0.340845001086329,7,40,10,90,210,423.05,0.38756719847445,1
0.0423632607907394,19,106,7,84,345,635.462264150943,0.471656182622709,1
0.452992881439353,11,82,10,92,195,458.963414634146,0.242679862708932,1
0.616519825087969,14,93,10,2,195,421.290322580645,0.326662893103116,1
0.294187890482642,7,31,5,35,240,439.935483870968,0.341387265943818,1
0.743472749759761,9,46,7,83,285,631.717391304348,0.48366511872363,1
0.720175983470827,10,55,7,154,195,594.818181818182,0.413278233241996,1
0.251288434006181,11,51,3,125,255,509.078431372549,0.596735963448701,1
0.694585169831284,1,7,7,177,45,180,0,1
0.613723654794782,15,108,7,42,105,498.287037037037,0.341015963153077,1
0.268991767693831,7,60,10,13,75,466.5,0.284637521276655,1
0.500871729443344,14,82,7,36,345,483.756097560976,0.389657157403462,1
0.381693992805876,14,93,10,2,210,421.290322580645,0.326662893103116,1
0.961906643918875,16,85,3,109,165,523.717647058824,0.410788759393792,1
0.350426968809165,9,52,5,2,300,502.903846153846,0.38485569415749,1
0.163911857852416,9,52,5,2,300,502.903846153846,0.38485569415749,1
0.381226142511844,16,101,5,3,330,556.475247524752,0.355260254894413,1
0.0239939613416624,10,67,3,262,240,501.820895522388,0.428265457047907,1
0.750721683207382,6,31,3,34,60,386.838709677419,0.553110587080072,1
0.0265178335026279,19,105,3,17,165,408.895238095238,0.502370295029766,1
0.177339325188806,1,5,5,83,150,85,0,1
0.168212853157927,19,118,5,66,135,547.822033898305,0.437944222340384,1
0.83667278241775,9,52,5,2,315,502.903846153846,0.38485569415749,1
0.851462780219542,10,53,3,58,210,570.207547169811,0.453964337927512,1
0.552528186481934,20,115,3,14,165,515.269565217391,0.406395983926597,1
0.348438512864158,11,68,10,35,210,501.264705882353,0.456498634675075,1
0.983915863370718,16,105,7,33,135,419.561904761905,0.351771244297252,1
0.975295914060607,11,67,7,108,225,407.074626865672,0.418283415660292,1
0.680544613721685,19,112,5,84,300,555.901785714286,0.489372964645655,1
0.0122271512226095,16,105,7,33,360,419.561904761905,0.351771244297252,1
0.348421622687966,12,80,7,24,300,531.9125,0.430644337539164,1
0.152056065838969,5,36,10,58,300,446.944444444444,0.248451997499977,1
0.0196371514263038,10,60,7,47,225,617.2,0.175682092231577,1
0.820817880316288,12,79,7,83,150,465.341772151899,0.380206856005939,1
0.262999320223381,9,50,7,149,180,682.64,0.39344631145812,1
0.908952880974533,13,86,5,59,240,561.56976744186,0.383103802547339,1
0.0869431978985898,7,29,3,174,195,591.551724137931,0.379832451536973,1
0.231843180608925,12,54,5,47,15,356.222222222222,0.38490017945975,1
0.973127577976761,13,75,3,62,210,536.066666666667,0.453953823724478,1
0.200498968586408,15,98,7,199,150,602.755102040816,0.383162925622828,1
0.0325924433675933,16,89,5,37,75,491.460674157303,0.477759362370097,1
0.615243140658136,16,94,3,35,255,363.393617021277,0.387522299382223,1
